RowID,ObjectID,Object_Number,Sort_Number,Dept,Maker,Alpha_Sort,Title,Date,Begin_Date,End_Date,Medium,Dimensions,Credit_Line,Primary_Image_Filename,GeoRowID,GeoObjectID,Geography_Type,Continent,Subcontinent,Country
133,32272,y1977-26,1977   26y,American,"Robert Henri, American, 1865_1929","Henri, Robert",Mildred Clarke von Kienbusch,1914,1914,1914,Oil on canvas,"61 x 51 cm. (24 x 20 1/16 in.)
frame: 81.4 _ 71 _ 7 cm (32 1/16 _ 27 15/16 _ 2 3/4 in.)","Bequest of Carl Otto von Kienbusch, Class of 1906, for the Carl Otto von Kienbusch Jr. Memorial Collection",y1977_25_aa.jpg,137,32272,,,,
134,32245,y1977-77,1977   77y,American,"John Singer Sargent, American, 1856_1925","Sargent, John Singer",Elizabeth Allen Marquand,1887,1887,1887,Oil on canvas,"169.0 x 107.0 cm. (66 9/16 x 42 1/8 in.)
frame: 208.3 x 147.6 x 12.7 cm. (82 x 58 1/8 x 5 in.)","Gift of Mrs. Eleanor Marquand Delanoy, granddaughter of the sitter",y1977-77.jpg,138,32245,,,,
135,32262,y1977-91,1977   91y,AAA,Late Formative,Formative,Seated male turtle-shell drummer,200 B.C._A.D. 200,-200,200,Ceramic with polychrome slip,"h. 42.5 cm., w. 22.5 cm., d. 22.0 cm. (16 3/4 x 8 7/8 x 8 11/16 in.)",Gift of Gillett G. Griffin,y1977-92_1977-91_a.jpg,139,32262,Place made,North America,Mesoamerica,Mexico
136,109043,"y1977-91, -92",1977   91y   92,AAA,Late Formative,Formative,Seated couple,200 B.C._A.D. 200,-200,200,Ceramic with polychrome slip,"h. 42.5 cm., w. 22.5 cm., d. 22.0 cm. (16 3/4 x 8 7/8 x 8 11/16 in.)
h. 42.5 cm., w. 22.8 cm., d. 23.3 cm. (16 3/4 x 9 x 9 3/16 in.)",Gift of Gillett G. Griffin,y1977-92_1977-91_a.jpg,140,109043,Place made,North America,Mesoamerica,Mexico
137,32366,y1977-92,1977   92y,AAA,Formative,Formative,Seated female,200 B.C._A.D. 200,-200,200,Red clay with polychrome slip,"h. 42.5 cm., w. 22.8 cm., d. 23.3 cm. (16 3/4 x 9 x 9 3/16 in.)",Gift of Gillett G. Griffin,y1977-92_1977-91_a.jpg,141,32366,Place made,North America,Mesoamerica,Mexico
138,31653,y1978-46,1978   46y,MoCo,"Andy Warhol, American, 1928_1987","Warhol, Andy",Blue Marilyn,1962,1962,1962,Acrylic and screen print ink on canvas,"50.5 x 40.3 cm. (19 7/8 x 15 7/8 in.)
frame: 58 _ 47.5 _ 6.4 cm (22 13/16 _ 18 11/16 _ 2 1/2 in.)","Gift of Alfred H. Barr Jr., Class of 1922, and Mrs. Barr",y1978-46.jpg,142,31653,,,,
139,32129,y1979-3,1979    3y,ABI,"South Italian, Paestan; Attributed to the Asteas-Python Workshop",Paestan; Asteas-Python Workshop,Red-figure fish plate,ca. 340_330  B.C.,-340,-330,Ceramic,"h. 5.8 cm., diam. 27.8 cm. (2 5/16 x 10 15/16 in.)",Museum purchase,y1979-3.jpg,143,32129,Place made,Europe,,South Italy
140,50399,y1979-36,1979   36y,P&D,"Attributed to the Lu?on Master, French (Paris), active ca. 1390_1417",Lu?on Master,Adoration of the Magi,ca. 1405,1400,1410,Tempera and gold leaf on parchment,18.5 x 13.5 cm. (7 5/16 x 5 5/16 in.),Gift of Harold K. Hochschild,y1979-36.jpg,144,50399,,,,
141,32360,y1979-47,1979   47y,EPS,"Designed by Gian Lorenzo Bernini, Naples 1598_1680 Rome; Executed by Ercole Ferrata, Italian, 1610_1686","Bernini, Gian Lorenzo; Ferrata, Ercole",Corpus for a Crucifix: The Living Christ,after 1659,1659,1686,Bronze with traces of gilding; wood with burled walnut veneer,"corpus: 40 cm. (15 3/4 in.)
cross: 106 x 45 x 24 cm. (41 3/4 x 17 11/16 in.)","Gift of Charles Scribner III, Class of 1973, and Graduate School Class of 1977, in honor of Professor John Rupert Martin, Class of 1947",y1979-47_2.jpg,145,32360,,,,
142,32381,y1979-55,1979   55y,EPS,"?douard Manet, French, 1832_1883","Manet, Edouard",Gypsy with a Cigarette,undated,1860,1880,Oil on canvas,"92.0 x 73.5 cm. (36 1/4 x 28 15/16 in.)
frame: 115.4 x 97.8 x 7.7 cm. (45 7/16 x 38 1/2 x 3 1/16 in.)","Bequest of Archibald S. Alexander, Class of 1928",y1979-55.jpg,146,32381,,,,
143,32455,y1979-59,1979   59y,EPS,"Ilya Repin, Russian, 1844_1930","Repin, Ilya",Golgotha,1921_22,1921,1922,Oil on reversed linoleum,"214 x 176 cm. (84 1/4 x 69 5/16 in.)
frame: 234 _ 197.6 _ 6.3 cm (92 1/8 _ 77 13/16 _ 2 1/2 in.)",Gift of Christian Aall,y1979-59.jpg,147,32455,,,,
144,32574,y1979-94,1979   94y,Asian,"Chinese; Majiayao, Banshan phase; Neolithic period, ca. 8000_2000 B.C.",Chinese; Majiayao; Neolithic period 1,Jar with spiral decoration,ca. 2600_2300 B.C.,-2600,-2300,Red earthenware with painted decoration,"h. 37.0 cm., diam. 53.0 cm. (14 9/16 x 20 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1979-94.jpg,148,32574,Place made,Asia,,China
145,32343,y1980-2,1980    2y,EPS,"Fran?ois Boucher, French, 1703_1770","Boucher, Fran?ois",Arion on the Dolphin,1748,1748,1748,Oil on canvas,"86 x 135.5 cm (33 7/8 x 53 3/8 in.)
frame: 116.5 _ 167.5 _ 9.5 cm (45 7/8 _ 65 15/16 _ 3 3/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1980-2.jpg,149,32343,Place made,Europe,,France
146,32576,y1980-10,1980   10y,ABI,Roman; Trajanic,Roman; Trajanic,Portrait head of a woman,A.D. 98_117,98,117,Bronze with silver inlay,"h. 32.8 cm., w. 17.4 cm., d. 20.4 cm. (12 15/16 x 6 7/8 x 8 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1980-10_OBL.jpg,150,32576,Place made,Europe,,Italy
147,32428,y1980-13,1980   13y,EPS,"Salomon van Ruysdael, Dutch, ca. 1602_1670",Ruysdael Salomon van,View of Dordrecht,ca. 1660,1655,1665,Oil on wood panel,"34.5 x 61 cm. (13 9/16 x 24 in.)
frame: 58.4 x 85.4 x 4.8 cm. (23 x 33 5/8 x 1 7/8 in.)","Bequest of Brooks Emeny, Class of 1924",y1980-13.jpg,151,32428,Place made,Europe,,Netherlands
148,32578,y1980-23,1980   23y,African,Chokwe artist,Chokwe,Chair,early 20th century,1900,1929,Wood and metal,h. 60.0 cm. (23 5/8 in.),"Gift of Perry E. H. Smith, Class of 1957",y1980-23.jpg,152,32578,Place made,Africa,Central Africa,East Angola or Democratic Republic of the Congo
149,32473,y1980-25,1980   25y,African,Kuba artist,Kuba,Mask,early 20th century,1900,1929,"Wood, raffia, shells, and feathers","h. of face 28.0 cm., w. 30.3 cm., d. 34.5 cm. (11 x 11 15/16 x 13 9/16 in.)",Gift of Dr. and Mrs. Melvin A. Scharfman,y1980-25.jpg,153,32473,Place made,,Central Africa,Democratic Republic of the Congo
150,32345,y1980-35,1980   35y,AAA,Early Formative; Olmec style,Formative; Olmec,Seated figure,1200_900 B.C.,-1200,-900,Ceramic with cream and red slip,"h. 34.0 cm., w. 34.0 cm., d. 23.2 cm. (13 3/8 x 13 3/8 x 9 1/8 in.)",Gift of Mr. and Mrs. Arnold Glimcher,y1980-35_OBL.jpg,154,32345,Place made,North America,Mesoamerica,Mexico
151,32714,y1982-15,1982   15y,AAA,Late Postclassic; Maya,Postclassic; Maya,Lidded effigy container in the form of a diving god,ca. A.D. 1500,1300,1550,Ceramic with post-fire polychrome paint,"h. 12.7 cm., w. 11.5 cm., d. 11.8 cm., diam. rim 7.1 cm. (5 x 4 1/2 x 4 5/8 x 2 13/16 in.)",Museum purchase with funds given by an anonymous foundation,y1982-15.jpg,155,32714,Place made,North America,Mesoamerica,"Northern Belize or Quintana Roo, Mexico"
152,32550,y1982-29,1982   29y,AAA,Middle Horizon; Wari or Tiwanaku,Middle Horizon; Wari,Ornament for headdress,A.D. 700_1000,700,1000,Silver,"h. 40.0 cm., w. 13.8 cm. (15 3/4 x 5 7/16 in.)","Gift of Leonard H. Bernheim Jr., Class of 1959",y1982-29.jpg,156,32550,Place made,South America,Andes,Peru
153,15009,x1982-48,1982   48x,P&D,"Joseph Mallord William Turner, British, 1775_1851","Turner, Joseph Mallord William",Rhine Falls of Schaffhausen,ca. 1841,1836,1846,Watercolor heightened with white chalk over graphite with touches of pen and reddish brown ink and scraping on white wove paper prepared with gray wash,22.6 x 28.8 cm. (8 7/8 x 11 5/16 in.),"Museum Purchase, gift of Mrs. Millard Meiss and the Surdna Fund",x1982-48.jpg,157,15009,,,,
154,32773,y1982-76,1982   76y,EPS,"Joos van Cleve, Flemish, ca. 1485_1540/41","van Cleve, Joos",Saint Jerome in His Study,1528,1528,1528,Oil on wood panel,"39.7 x 28.8 cm. (15 5/8 x 11 5/16 in.)
frame: 58.7 x 47.9 x 3.5 cm. (23 1/8 x 18 7/8 x 1 3/8 in.)",Gift of Joseph F. McCrindle,y1982-76.jpg,158,32773,,,,
155,32792,y1982-82,1982   82y,EPS,"Jacques-Louis David and studio, French, 1748_1825","David, Jacques-Louis",The Death of Socrates,after 1787,1787,1825,Oil on canvas,"133 x 196 cm. (52 3/8 x 77 3/16 in.)
frame: 160.5 _ 225.6 _ 11 cm (63 3/16 _ 88 13/16 _ 4 5/16 in.)","Museum purchase, gift of Carl D. Reimers",y1982-82.jpg,159,32792,,,,
156,14756,x1982-300,1982  300x,Photo,"David Octavius Hill and, British, 1802_1870; Robert Adamson, British, 1821_1848","Hill, David Octavius; Adamson, Robert",Dumbarton Presbytery,1845,1845,1845,Salted paper print,"14.5 x 20.2 cm. (5 11/16 x 7 15/16 in.)
mount: 36.1 x 27.5 cm. (14 3/16 x 10 13/16 in.)","Robert O. Dougan Collection, gift of Warner Communications, Inc.",x1982-300.jpg,160,14756,,,,
157,32749,y1983-13,1983   13y,ABI,"South Italian, Apulian; Attributed to the Darius Painter",Apulian; Darius Painter,Red-figure volute krater: Medea at Eleusis,ca. 340_330 B.C.,-340,-330,Ceramic,"h. 100.1 cm., diam. 37.0 cm. (39 7/16 x 14 9/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund in honor of Francis Follin Jones",y1983-13.jpg,161,32749,Place made,Europe,,Italy
158,32806,y1983-34,1983   34y,ABI,"South Italian, Greek, Tarentine","South Italian, Greek, Tarentine",Relief from a grave monument: old priestess and two women on an altar,ca. 320_300 B.C.,-320,-300,Limestone,"h. 27.5 cm., w. 30.0 cm., d. 8.8 cm. (10 13/16 x 11 13/16 x 3 7/16 in.)","Museum purchase, gift of the Willard T. C. Johnson Foundation, Inc., and an anonymous donor",y1983-34.jpg,162,32806,Place made,Europe,,South Italy
159,32752,y1984-2,1984    2y,ABI,Roman; Flavian,Roman; Flavian,Torso of an emperor in armor,second half of 1st century A.D.,50,99,White marble with gray veining,"h. 125.7 cm., w. 64.8 cm., d. 47.5 cm., weight 898.1 g (49 1/2 x 25 1/2 x 18 11/16 in., 1980 lb.)","Museum purchase, Caroline G. Mather Fund",y1984-2_1.jpg,163,32752,,,,
160,32688,y1984-13,1984   13y,Asian,"Chinese; Yuan dynasty, 1260_1368; Zhao Mengfu ???, 1254_1322",Chinese; Yuan dynasty; Zhao Mengfu,The Mind Landscape of Xie Youyu (Youyu qiu he ???? ),ca. 1287,1282,1292,Handscroll; ink and color on silk,"Painting: 27.4 x 117.0 cm. (10 13/16 x 46 1/16 in.)
Colophon (right): 27.2 x 177.6 cm. (10 11/16 x 69 15/16 in.)
Colophon (center): 27.2 x 107.2 cm. (10 11/16 x 42 3/16 in.)
Colophon (left): 27.2 x 76.8 cm. (10 11/16 x 30 1/4 in.)
Mount: h. 28.2 cm. (11 1/8 in.)","Edward L. Elliott Family Collection. Museum purchase, Fowler McCormick, Class of 1921, Fund",y1984-13_1X.jpg,164,32688,Place made,Asia,,China
161,32799,y1984-14 a-b,1984   14ya    b,Asian,"Chinese; Southern Song dynasty, 1127_1279; Wang Hong ??, active ca. 1131_ca. 1161",Chinese; Southern Song; Wang Hong,Eight Views of the Xiao and Xiang Rivers (Xiao-Xiang ba jing ????),ca. 1150,1145,1155,Pair of handscrolls; ink and light colors on silk,"Painting (each section, average): 23.4 x 90.7 cm. (9 3/16 x 35 11/16 in.)
Frontispiece (a): 23.6 x 87.5 cm. (9 5/16 x 34 7/16 in.)
Mount: h. 25 cm. (9 13/16 in.)","Edward L. Elliott Family Collection. Museum purchase, Fowler McCormick, Class of 1921, Fund",y1984-14-1.jpg,165,32799,Place made,Asia,,China
162,32737,y1984-31,1984   31y,American,"Jasper Francis Cropsey, American, 1823_1900","Cropsey, Jasper Francis",Morning,1854,1854,1854,Oil on canvas,"44 x 32 cm. (17 5/16 x 12 5/8 in.)
frame: 59.5 _ 47 _ 7 cm (23 7/16 _ 18 1/2 _ 2 3/4 in.)","Gift of Stuart P. Feld, Class of 1957, and Mrs. Feld",y1984-31.jpg,166,32737,,,,
163,32603,y1984-32,1984   32y,American,"Jasper Francis Cropsey, American, 1823_1900","Cropsey, Jasper Francis",Evening,1855,1855,1855,Oil on canvas,"44 x 33 cm. (17 5/16 x 13 in.)
frame: 59.5 _ 47 _ 7 cm (23 7/16 _ 18 1/2 _ 2 3/4 in.)","Gift of Stuart P. Feld, Class of 1957, and Mrs. Feld",y1984-32.jpg,167,32603,,,,
164,32771,y1984-67,1984   67y,EPS,"Cornelis Jonson van Ceulen I, Dutch, born in England, 1593_1661","Jonson, Cornelis van Ceulen I",Portrait of a Woman,1655-56,1655,1656,Oil on canvas,"102.1 x 82.1 cm. (40 3/16 x 32 5/16 in.)
frame: 126.7 x 106.7 x 4.1 cm. (49 7/8 x 42 x 1 5/8 in.)","Gift of Marco Grassi, Class of 1956, and Cristina Grassi",y1984-67.jpg,168,32771,,,,
165,32872,y1984-76,1984   76y,Asian,"Japanese; Kamakura period, 1185_1333",Japanese; Kamakura period,Sh?toku at Two Years (?????),late 13th century,13,13,"Wood, crystal, and pigments","h. 53.0 cm., w. 20.5 cm., d. 23.0 cm. (20 7/8 x 8 1/16 x 9 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1984-76_OBL.jpg,169,32872,Place made,Asia,,Japan
166,32861,y1985-6,1985    6y,EPS,"Francisco Jos_ de Goya y Lucientes, Spanish, 1746_1828","Goya y Lucientes, Francisco Jos_ de",Monk Talking to an Old Woman,1824_25,1824,1825,Watercolor on ivory,"5.7 x 5.4 cm. (2 1/4 x 2 1/8 in.)
frame: 22.9 x 22.9 cm. (9 x 9 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1985-6.jpg,170,32861,,,,
167,32890,y1985-8,1985    8y,Asian,Japanese; Yayoi period,Japanese; Yayoi period,Jar with fish decoration,300 B.C._A.D. 300,-330,300,Earthenware,"h. 33.0 cm., diam. 28.0 cm. (13 x 11 in.)","Museum purchase with funds given by Duane Wilder, Class of 1951, through the Irvine Foundation",y1985-8.jpg,171,32890,Place made,Asia,,Japan
168,15941,x1985-33,1985   33x,Photo,"Gustave Le Gray, French, 1820_1882",Le Gray Gustave,Brig on the Water,1856,1856,1856,Albumen print,"image: 29.4 x 39.9 cm. (11 9/16 x 15 11/16 in.)
sheet: 44.2 x 54.4 cm. (17 3/8 x 21 7/16 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",x1985-33.jpg,172,15941,,,,
169,32802,y1985-36,1985   36y,EPS,"Hendrick Goltzius, Netherlandish, 1558 - 1617","Goltzius, Hendrick",Man of Sorrows with a Chalice (Christ as Redeemer),1614,1614,1614,Oil on wood panel,"89 x 78.7 cm. (35 1/16 x 31 in.)
frame: 107.3 x 97.2 x 5.4 cm. (42 1/4 x 38 1/4 x 2 1/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1985-36.jpg,173,32802,,,,
170,32898,y1985-38,1985   38y,American,"Winslow Homer, American, 1836_1910","Homer, Winslow",At the Window,1872,1872,1872,Oil on canvas,"57 x 40 cm. (22 7/16 x 15 3/4 in.)
frame: 80.7 _ 63 _ 5.2 cm (31 3/4 _ 24 13/16 _ 2 1/16 in.)","Gift of Francis Bosak, Class of 1931, and Mrs. Bosak",y1985-38.jpg,174,32898,,,,
171,32845,y1985-48,1985   48y,AAA,Late Formative or Early Classic; Maya,Formative; Maya,Shell depicting a marine deity,ca. A.D. 200,100,300,Spondylus shell with cinnabar,11 x 10.8 x 4.8 x 11 cm. (4 5/16 x 4 1/4 x 1 7/8 x 4 5/16 in.),Museum purchase with funds given by Carl D. Reimers,y1985-48_1.jpg,175,32845,Place made,North America,Mesoamerica,Guatemala
172,33030,y1985-58,1985   58y,Asian,"Indian, Gupta",Gupta,Seated male figure,5th century A.D.,400,499,Red terracotta,"h. 31.0 cm., w. 24.5 cm., d. approx 14 cm. (12 3/16 x 9 5/8 x 5 1/2 in.)","Museum purchase, gift of Sally Sample Aall, through the Port Royal Foundation, Inc., and Mrs. Patrick J. Kelleher in memory of Patrick J. Kelleher, Graduate School Class of 1947 and director of the Princeton University Art Museum (1960-1972)",y1985-58.jpg,176,33030,Place made,Asia,,India
173,32921,y1985-76,1985   76y,African,Kuba artist,Kuba,Vessel,late 19th_20th century,1870,1999,Wood,"h. 21.2 cm., diam. 10.2 cm. (8 3/8 x 4 in.)","Gift of Perry E. H. Smith, Class of 1957",y1985-76.jpg,177,32921,Place made,Africa,Central Africa,Democratic Republic of the Congo
174,16210,x1986-19,1986   19x,P&D,"Th_odore G_ricault, French, 1791_1824","Gericault, Theodore",Satyr and Nymph,1817,1817,1817,"Black chalk, brown wash, white gouache on brown prepared paper",22.2 x 18.2 cm. (8 3/4 x 7 3/16 in.),"Museum purchase, gift of Mrs. George L. Craig Jr., in memory of her husband, Class of 1921",x1986-19.jpg,178,16210,,,,
175,32836,y1986-35 a-b,1986   35ya    b,Asian,"Japanese; Edo period, 1600_1868",Japanese; Edo period,K?daiji box with cover (???????),early 17th century,1600,1629,"Wood with lacquer, gold, and silver paste","h. 12.7 cm., diam. 24.7 cm. (5 x 9 3/4 in.)",Museum purchase,y1986-35.jpg,179,32836,Place made,Asia,,Japan
176,32970,y1986-67,1986   67y,ABI,"Greek, Attic",Attic,Grave stele of Mnesikles,ca. 400_350 B.C.,-400,-350,Pentelic marble,"h. 66.5 cm., w. 27.5 cm., d. 6.3 cm. (26 3/16 x 10 13/16 x 2 1/2 in.)
","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1986-67.jpg,180,32970,,,,
177,33070,y1986-75,1986   75y,EPS,"?douard Vuillard, French, 1868_1940","Vuillard, ?douard",Woman in an Interior (Madame Hessel at Les Clayes),1935,1935,1935,Oil on paper,"40.9 x 55.7 cm. (16 1/8 x 21 15/16 in.)
frame: 62 _ 78 _ 7 cm (24 7/16 _ 30 11/16 _ 2 3/4 in.)","Bequest of Clinton Wilder, Class of 1943",y1986-75.jpg,181,33070,,,,
178,32983,y1986-84,1986   84y,American,"Henry Benbridge, American, 1743_1812","Benbridge, Henry",The Hartley Family,ca. 1787,1782,1792,Oil on canvas,"194 x 151 cm. (76 3/8 x 59 7/16 in.)
frame: 221.9 _ 178.4 _ 9 cm (87 3/8 _ 70 1/4 _ 3 9/16 in.)","Gift of Maitland A. Edey, Class of 1932",y1986-84.jpg,182,32983,,,,
179,32967,y1986-103,1986  103y,African,Pende or Yaka artist,Pende,Chief's hat,20th century,1900,1999,Woven fiber and trade beads,"h. 14.5 cm., diam. 19.5 cm. (5 11/16 x 7 11/16 in.)","Gift of Perry E. H. Smith, Class of 1957",y1986-103_1.jpg,183,32967,Place made,Africa,Central Africa,Democratic Republic of the Congo
180,33083,y1987-37,1987   37y,AAA,Early Intermediate; Salinar,Early Intermediate Period; Salinar,Vessel in the form of a monkey,200 B.C._A.D. 100,-200,100,Ceramic with orange and cream slip,"h. 17.0 cm., w. 11.5 cm., d. 19.5 cm. (6 11/16 x 4 1/2 x 7 11/16 in.)",Museum purchase,y1987-37_1.jpg,184,33083,Place made,South America,Andes,Peru
181,32213,y1987-66,1987   66y,AAA,Early Formative; Tlatilco,Formative; Tlatilco,Duck-billed maskette,1500_1200 B.C.,-1500,-1200,Ceramic with traces of pigment,"h. 10.2 cm., w. 9.4 cm., d. 6.9 cm. (4 x 3 11/16 x 2 11/16 in.)","Museum purchase, gift of Mr. and Mrs. John H. Elliott",y1987-66.jpg,185,32213,Place made,North America,Mesoamerica,Mexico
182,33048,y1988-1,1988    1y,ABI,Greek,Greek,"Vessel handle with rams, lions, and Gorgon head",ca. 600_590 B.C.,-600,-590,Cast bronze,"h. 23.5 cm., w. 16.5 cm., d. 20.4 cm. (9 1/4 x 6 1/2 x 8 1/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",y1988-1.jpg,186,33048,Place made,,,
183,33195,y1988-12,1988   12y,AAA,Late Classic; Classic Veracruz,Classic; Classic Veracruz,Ceremonial ball game hip protector,A.D. 600_900,600,900,Granite with traces of red pigment,"h. 12.0 cm., w. 37.0 cm., d. 40.5 cm. (4 3/4 x 14 9/16 x 15 15/16 in.)","Museum purchase, gift of the Friends of The Art Museum in honor of the sixtieth birthday of Gillett G. Griffin",y1988-12_1.jpg,187,33195,Place made,North America,Mesoamerica,Mexico
184,16541,x1988-108,1988  108x,P&D,"John La Farge, American, 1835_1910","La Farge, John",Study of Afterglow from Nature (Tahiti: Entrance to Tautira Valley),1891,1891,1891,Watercolor and gouache with graphite and black colored pencil on cream wove paper,21.2 x 33.2 cm. (8 3/8 x 13 1/16 in.),"Museum purchase, gift of Leonard L. Milberg, Class of 1953",x1988-108.jpg,188,16541,,,,
185,16615,x1989-3,1989    3x,Photo,"?douard Baldus, French, born in Prussia, 1813_1889","Baldus, ?douard",The New Imperial Library of the Louvre,1856_57,1856,1857,Salted paper print,41.2 x 32 cm. (16 1/4 x 12 5/8 in.),"Museum purchase, gift of the Florence Gould Foundation",x1989-3.jpg,189,16615,,,,
186,33277,y1989-18 a-b,1989   18ya    b,Asian,"Japanese; Muromachi period, 1333_1568",Japanese; Muromachi period,White Lotuses,ca. late 14th century,1370,1399,Pair of hanging scrolls; ink on paper,"Painting (each): 82.5 x 55.5 cm. (32 1/2 x 21 7/8 in.)
Mount (each): 172 x 49 cm. (67 11/16 x 19 5/16 in.)","Museum purchase, gift of the Friends of The Princeton University Art Museum",y1989-18B.jpg,190,33277,Place made,Asia,,Japan
187,33213,y1989-22,1989   22y,ABI,Roman,Roman,Statuette of an imperial woman,ca. 300_350 A.D.,300,350,Bone,"h. 19.7 cm., diam. base 3.3 cm. (7 3/4 x 1 5/16 in.)","Museum purchase, Caroline G. Mather Fund",y1989-22_OBL.jpg,191,33213,,,,
188,33185,y1989-24,1989   24y,ABI,Roman; Tiberian to Julio-Claudian,Roman; Tiberian--early Claudian,Statue of Dionysos,ca. 14_45 A.D.,14,45,Marble,"h. 99.6 cm., w. 31.6 cm., d. 25.9 cm. (39 3/16 x 12 7/16 x 10 3/16 in.)","Museum purchase, gift of John B. Elliott, Class of 1951",y1989-24.jpg,192,33185,,,,
189,33158,y1989-28,1989   28y,ABI,"Greek, Tarentine",Greek,Statuette of Nike,mid 3rd century B.C.,-269,-230,Terracotta,"h. (preserved) 19.7 cm., w. 6.8 cm., d. 5.3 cm. (7 3/4 x 2 11/16 x 2 1/16 in.)","Museum purchase, gift of friends and colleagues in honor of Frances Follin Jones",y1989-28.jpg,193,33158,Geographic Attribution,,,South Italy
190,33104,y1989-31,1989   31y,ABI,East Greek; attributed to the Aphrodite Group,East Greek; Aphrodite Group,Oil bottle in the form of a Siren,ca. 550-525 B.C.,-550,-525,Ceramic,"h. 13.1 cm., w. 19.7 cm., diam. 9.2 cm. (5 3/16 x 7 3/4 x 3 5/8 in.)","Museum Purchase, Gift of John B. Elliott, Class of 1951",y1989-31_FRN.jpg,194,33104,,,,
191,33281,y1989-41,1989   41y,ABI,Roman; Hadrianic or Antonine,Roman; Hadrianic,Funeral monument of a charioteer,ca. 130_140 A.D.,130,140,Fine grained marble,"preserved: h. 57.6 cm., w. 63.0 cm., d. 51.2 cm. (22 11/16 x 24 13/16 x 20 3/16 in.)","Museum purchase, gift of John B. Elliott, Class of 1951",y1989-41.jpg,195,33281,,,,
192,33239,y1989-51,1989   51y,ABI,Roman,Roman,Waterspout in the form of a hound,early 1st century A.D.,0,29,Terracotta,"h. 44.5 cm., l. 63.0 cm., w. 48.0 cm. (17 1/2 x 24 13/16 x 18 7/8 in.)","Museum purchase, gift of John B. Elliott, Class of 1951",y1989-51.jpg,196,33239,Geographic Attribution,Europe,,Italy
193,33227,y1989-90 a-b,1989   90ya    b,AAA,Late Postclassic; Eastern Nahua,Postclassic; Eastern Nahua,Ear spools,A.D. 1400_1520,1400,1520,"Obsidian, rock crystal, jade, and gold","h. 1.8 cm., diam. 3.7 cm. (11/16 x 1 7/16 in.)","Museum purchase, gift of Herbert L. Lucas, Class of 1950",y1989-90A-B.jpg,197,33227,Place made,North America,Mesoamerica,Mexico
194,33295,y1989-93,1989   93y,AAA,Late Postclassic; Eastern Nahua,Postclassic; Eastern Nahua,Labret,A.D. 1400_1520,1400,1520,"Red meca obsidian, turquoise, and shell","h. 1.6 cm., w. 4.7 cm., d. 2.4 cm. (5/8 x 1 7/8 x 15/16 in.)","Museum purchase, gift of Herbert L. Lucas, Class of 1950",y1989-93.jpg,198,33295,Place made,North America,Mesoamerica,Mexico
195,33368,y1990-13,1990   13y,AAA,Late Postclassic; Eastern Nahua,Postclassic; Eastern Nahua,Eagle effigy vessel,ca. A.D. 1450,1300,1521,Ceramic with polychrome slip,"h. 20.4 cm., w. 21.3 cm., d. 29.3 cm. (8 1/16 x 8 3/8 x 11 9/16 in.)","Museum purchase, bequest of Gilbert S. McClintock, by exchange",x1990-13_x.jpg,199,33368,Place made,North America,Mesoamerica,Mexico
196,33230,y1990-15,1990   15y,AAA,Early Intermediate (Middle Nasca); Nasca,Early Intermediate Period; Nasca,Vessel in the form of a seated man,A.D. 330_430,330,430,Ceramic with polychrome slip,"h. 11.7 cm., diam. 10.4 cm. (4 5/8 x 4 1/8 in.)",Gift of Carol R. Meyer in honor of Gillett G. Griffin,y1990-15.jpg,200,33230,Place made,South America,Andes,Peru
197,17473,x1990-55,1990   55x,Photo,"Anna Atkins, British, 1799_1871","Atkins, Anna","Asplenium Braziliense, S. America",1854,1854,1854,Cyanotype,"34.6 x 24.5 cm. (13 5/8 x 9 5/8 in.)
mount: 48.3 x 37.5 cm. (19 x 14 3/4 in.)","Museum purchase, anonymous gift",x1990-55.jpg,201,17473,,,,
198,33418,y1990-71,1990   71y,AAA,Late Classic; Maya,Classic; Maya,Seated male figure with a frame for a mirror,A.D. 600_800,600,850,Wood with traces of stucco,"preserved: h. 33.8 cm., w. 18.2 cm., d. 14.0 cm. (13 5/16 x 7 3/16 x 5 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1990-71_view_a.jpg,202,33418,Place made,North America,Mesoamerica,Mexico
199,33507,y1990-90,1990   90y,African,Yaka artist,Yaka,Mask,late 19th_20th century,1870,1999,"Wood, kaolin, fibers, and grass","overall: h. 58.5 cm. (23 1/16 in.) 
excluding raffia: h. 53.5 cm. (21 1/16 in.)","Gift of Perry E. H. Smith, Class of 1957",y1990-90_FRN.jpg,203,33507,Place made,Africa,Central Africa,Democratic Republic of the Congo
